-3.140000; -117.926884
-3.040000; -9.410212
-2.940000; -4.907502
-2.840000; -3.327143
-2.740000; -2.517719
-2.640000; -2.018560
-2.540000; -1.671350
-2.440000; -1.407138
-2.340000; -1.191290
-2.240000; -1.004727
-2.140000; -0.836274
-2.040000; -0.679110
-1.940000; -0.528963
-1.840000; -0.383112
-1.740000; -0.239789
-1.640000; -0.097792
-1.540000; -0.043425
-1.440000; -0.185228
-1.340000; -0.327937
-1.240000; -0.472679
-1.140000; -0.620970
-1.040000; -0.775121
-0.940000; -0.938743
-0.840000; -1.117566
-0.740000; -1.320894
-0.640000; -1.564381
-0.540000; -1.875828
-0.440000; -2.308790
-0.340000; -2.980015
-0.240000; -4.200216
-0.140000; -7.164885
-0.040000; -25.006636
0.060000; -10.007079
0.160000; -1.956011
0.260000; -0.583753
0.360000; -0.194188
0.460000; -0.064591
0.560000; -0.019846
0.660000; -0.005113
0.760000; -0.000927
0.860000; -0.000075
0.960000; -0.000000
1.060000; -0.000004
1.160000; -0.000121
1.260000; -0.000650
1.360000; -0.001955
1.460000; -0.004385
1.560000; -0.008239
1.660000; -0.013764
1.760000; -0.021152
1.860000; -0.030548
1.960000; -0.042058
2.060000; -0.055756
2.160000; -0.071686
2.260000; -0.089872
2.360000; -0.110320
2.460000; -0.133022
2.560000; -0.157959
2.660000; -0.185103
2.760000; -0.214419
2.860000; -0.245868
2.960000; -0.279407
3.060000; -0.314989
-3.140000; -117.926884
-3.040000; -9.410212
-2.940000; -4.907502
-2.840000; -3.327143
-2.740000; -2.517719
-2.640000; -2.018560
-2.540000; -1.671350
-2.440000; -1.407138
-2.340000; -1.191290
-2.240000; -1.004727
-2.140000; -0.836274
-2.040000; -0.679110
-1.940000; -0.528963
-1.840000; -0.383112
-1.740000; -0.239789
-1.640000; -0.097792
-1.540000; -0.043425
-1.440000; -0.185228
-1.340000; -0.327937
-1.240000; -0.472679
-1.140000; -0.620970
-1.040000; -0.775121
-0.940000; -0.938743
-0.840000; -1.117566
-0.740000; -1.320894
-0.640000; -1.564381
-0.540000; -1.875828
-0.440000; -2.308790
-0.340000; -2.980015
-0.240000; -4.200216
-0.140000; -7.164885
-0.040000; -25.006636
0.060000; -12.532837
0.160000; -2.256387
0.260000; -0.658773
0.360000; -0.217963
0.460000; -0.072745
0.560000; -0.022612
0.660000; -0.005964
0.760000; -0.001135
0.860000; -0.000104
0.960000; -0.000001
1.060000; -0.000002
1.160000; -0.000097
1.260000; -0.000571
1.360000; -0.001789
1.460000; -0.004104
1.560000; -0.007825
1.660000; -0.013202
1.760000; -0.020436
1.860000; -0.029677
1.960000; -0.041035
2.060000; -0.054586
2.160000; -0.070378
2.260000; -0.088438
2.360000; -0.108772
2.460000; -0.131374
2.560000; -0.156225
2.660000; -0.183299
2.760000; -0.212562
2.860000; -0.243973
2.960000; -0.277490
3.060000; -0.313067
